image_path,label,label_idx,bbox,img_w,img_h
./Multi class/train/drowsy/yawning/002_glasses_yawning_556_drowsy.jpg,yawning,4,"[242, 138, 428, 325]",640,480
./Multi class/train/drowsy/yawning/005_noglasses_yawning_1528_drowsy.jpg,yawning,4,"[221, 160, 407, 345]",640,480
./Multi class/train/drowsy/yawning/002_noglasses_yawning_452_drowsy.jpg,yawning,4,"[191, 143, 414, 369]",640,480
./Multi class/train/drowsy/yawning/001_noglasses_yawning_1073_drowsy.jpg,yawning,4,"[216, 118, 439, 341]",640,480
./Multi class/train/drowsy/yawning/002_glasses_yawning_1651_drowsy.jpg,yawning,4,"[242, 138, 429, 329]",640,480
./Multi class/train/drowsy/yawning/005_glasses_yawning_587_drowsy.jpg,yawning,4,"[253, 180, 407, 367]",640,480
./Multi class/train/drowsy/yawning/005_glasses_yawning_1423_drowsy.jpg,yawning,4,"[259, 180, 407, 367]",640,480
./Multi class/train/drowsy/yawning/005_glasses_yawning_1230_drowsy.jpg,yawning,4,"[191, 143, 414, 364]",640,480
./Multi class/train/drowsy/yawning/005_glasses_yawning_2181_drowsy.jpg,yawning,4,"[191, 143, 414, 364]",640,480
./Multi class/train/drowsy/yawning/005_noglasses_yawning_2262_drowsy.jpg,yawning,4,"[216, 118, 439, 348]",640,480
./Multi class/train/drowsy/yawning/005_glasses_yawning_1217_drowsy.jpg,yawning,4,"[191, 143, 414, 364]",640,480
./Multi class/train/drowsy/yawning/005_glasses_yawning_680_drowsy.jpg,yawning,4,"[252, 180, 407, 367]",640,480
./Multi class/train/drowsy/yawning/005_noglasses_yawning_2064_drowsy.jpg,yawning,4,"[221, 160, 407, 345]",640,480
./Multi class/train/drowsy/yawning/001_noglasses_yawning_1795_drowsy.jpg,yawning,4,"[171, 113, 439, 378]",640,480
./Multi class/train/drowsy/yawning/001_noglasses_yawning_1649_drowsy.jpg,yawning,4,"[216, 118, 439, 341]",640,480
./Multi class/train/drowsy/yawning/001_glasses_yawning_1708_drowsy.jpg,yawning,4,"[142, 142, 365, 365]",640,480
./Multi class/train/drowsy/yawning/001_glasses_yawning_1013_drowsy.jpg,yawning,4,"[142, 142, 365, 365]",640,480
./Multi class/train/drowsy/yawning/005_glasses_yawning_1922_drowsy.jpg,yawning,4,"[261, 180, 407, 367]",640,480
./Multi class/train/drowsy/yawning/005_noglasses_yawning_2626_drowsy.jpg,yawning,4,"[216, 142, 439, 365]",640,480
./Multi class/train/drowsy/yawning/005_glasses_yawning_1398_drowsy.jpg,yawning,4,"[191, 143, 414, 381]",640,480
./Multi class/train/drowsy/yawning/001_glasses_yawning_406_drowsy.jpg,yawning,4,"[142, 142, 365, 365]",640,480
./Multi class/train/drowsy/yawning/005_noglasses_yawning_1952_drowsy.jpg,yawning,4,"[221, 160, 407, 345]",640,480
./Multi class/train/drowsy/yawning/001_glasses_yawning_413_drowsy.jpg,yawning,4,"[142, 142, 365, 365]",640,480
./Multi class/train/drowsy/yawning/005_glasses_yawning_783_drowsy.jpg,yawning,4,"[191, 143, 414, 364]",640,480
./Multi class/train/drowsy/yawning/005_glasses_yawning_1158_drowsy.jpg,yawning,4,"[201, 181, 387, 367]",640,480
./Multi class/train/drowsy/yawning/002_glasses_yawning_574_drowsy.jpg,yawning,4,"[242, 138, 428, 325]",640,480
./Multi class/train/drowsy/yawning/002_glasses_yawning_1614_drowsy.jpg,yawning,4,"[242, 138, 429, 325]",640,480
./Multi class/train/drowsy/yawning/001_noglasses_yawning_1133_drowsy.jpg,yawning,4,"[171, 113, 439, 378]",640,480
./Multi class/train/drowsy/yawning/002_noglasses_yawning_1569_drowsy.jpg,yawning,4,"[255, 226, 370, 397]",640,480
./Multi class/train/drowsy/yawning/002_noglasses_yawning_1498_drowsy.jpg,yawning,4,"[241, 232, 365, 391]",640,480
./Multi class/train/drowsy/yawning/005_glasses_yawning_1588_drowsy.jpg,yawning,4,"[201, 181, 386, 367]",640,480
./Multi class/train/drowsy/yawning/002_noglasses_yawning_1603_drowsy.jpg,yawning,4,"[252, 222, 364, 391]",640,480
./Multi class/train/drowsy/yawning/005_noglasses_yawning_2224_drowsy.jpg,yawning,4,"[216, 142, 439, 365]",640,480
./Multi class/train/drowsy/yawning/001_glasses_yawning_1785_drowsy.jpg,yawning,4,"[142, 142, 365, 365]",640,480
./Multi class/train/drowsy/yawning/002_glasses_yawning_762_drowsy.jpg,yawning,4,"[242, 138, 428, 325]",640,480
./Multi class/train/drowsy/yawning/005_glasses_yawning_1710_drowsy.jpg,yawning,4,"[259, 180, 407, 367]",640,480
./Multi class/train/drowsy/yawning/005_noglasses_yawning_2501_drowsy.jpg,yawning,4,"[221, 160, 407, 345]",640,480
./Multi class/train/drowsy/yawning/002_glasses_yawning_605_drowsy.jpg,yawning,4,"[242, 138, 429, 325]",640,480
./Multi class/train/drowsy/yawning/001_noglasses_yawning_581_drowsy.jpg,yawning,4,"[167, 119, 391, 340]",640,480
./Multi class/train/drowsy/yawning/005_glasses_yawning_2095_drowsy.jpg,yawning,4,"[191, 143, 414, 364]",640,480
./Multi class/train/drowsy/yawning/001_glasses_yawning_728_drowsy.jpg,yawning,4,"[167, 143, 390, 364]",640,480
./Multi class/train/drowsy/yawning/005_noglasses_yawning_1577_drowsy.jpg,yawning,4,"[221, 160, 407, 345]",640,480
./Multi class/train/drowsy/yawning/001_noglasses_yawning_1144_drowsy.jpg,yawning,4,"[216, 118, 439, 341]",640,480
./Multi class/train/drowsy/yawning/005_glasses_yawning_2274_drowsy.jpg,yawning,4,"[252, 180, 407, 367]",640,480
./Multi class/train/drowsy/yawning/001_noglasses_yawning_1170_drowsy.jpg,yawning,4,"[216, 118, 439, 341]",640,480
./Multi class/train/drowsy/yawning/001_glasses_yawning_1712_drowsy.jpg,yawning,4,"[142, 142, 365, 365]",640,480
./Multi class/train/drowsy/yawning/001_glasses_yawning_402_drowsy.jpg,yawning,4,"[142, 142, 365, 365]",640,480
./Multi class/train/drowsy/yawning/002_glasses_yawning_1291_drowsy.jpg,yawning,4,"[262, 138, 448, 325]",640,480
./Multi class/train/drowsy/yawning/005_noglasses_yawning_566_drowsy.jpg,yawning,4,"[191, 143, 414, 364]",640,480
./Multi class/train/drowsy/yawning/001_glasses_yawning_1621_drowsy.jpg,yawning,4,"[141, 112, 409, 379]",640,480
./Multi class/train/drowsy/yawning/001_noglasses_yawning_1391_drowsy.jpg,yawning,4,"[216, 118, 439, 341]",640,480
./Multi class/train/drowsy/yawning/002_noglasses_yawning_1549_drowsy.jpg,yawning,4,"[249, 230, 373, 393]",640,480
./Multi class/train/drowsy/yawning/002_noglasses_yawning_1168_drowsy.jpg,yawning,4,"[243, 225, 365, 391]",640,480
./Multi class/train/drowsy/yawning/005_glasses_yawning_1323_drowsy.jpg,yawning,4,"[191, 143, 414, 364]",640,480
./Multi class/train/drowsy/yawning/005_noglasses_yawning_629_drowsy.jpg,yawning,4,"[221, 160, 407, 345]",640,480
./Multi class/train/drowsy/yawning/005_glasses_yawning_1853_drowsy.jpg,yawning,4,"[191, 143, 414, 365]",640,480
./Multi class/train/drowsy/yawning/002_noglasses_yawning_269_drowsy.jpg,yawning,4,"[216, 142, 439, 365]",640,480
./Multi class/train/drowsy/yawning/005_noglasses_yawning_2528_drowsy.jpg,yawning,4,"[221, 160, 407, 345]",640,480
./Multi class/train/drowsy/yawning/001_glasses_yawning_786_drowsy.jpg,yawning,4,"[167, 143, 390, 364]",640,480
./Multi class/train/drowsy/yawning/005_noglasses_yawning_514_drowsy.jpg,yawning,4,"[191, 119, 369, 359]",640,480
./Multi class/train/drowsy/yawning/005_glasses_yawning_410_drowsy.jpg,yawning,4,"[217, 166, 438, 391]",640,480
./Multi class/train/drowsy/yawning/001_glasses_yawning_1742_drowsy.jpg,yawning,4,"[142, 142, 365, 365]",640,480
./Multi class/train/drowsy/yawning/001_noglasses_yawning_1252_drowsy.jpg,yawning,4,"[191, 119, 415, 340]",640,480
./Multi class/train/drowsy/yawning/001_noglasses_yawning_292_drowsy.jpg,yawning,4,"[216, 118, 439, 341]",640,480
./Multi class/train/drowsy/yawning/002_glasses_yawning_1268_drowsy.jpg,yawning,4,"[262, 138, 448, 325]",640,480
./Multi class/train/drowsy/yawning/005_glasses_yawning_780_drowsy.jpg,yawning,4,"[191, 143, 414, 364]",640,480
./Multi class/train/drowsy/yawning/001_glasses_yawning_1848_drowsy.jpg,yawning,4,"[142, 142, 365, 365]",640,480
./Multi class/train/drowsy/yawning/002_noglasses_yawning_1086_drowsy.jpg,yawning,4,"[203, 166, 366, 395]",640,480
./Multi class/train/drowsy/yawning/002_glasses_yawning_1202_drowsy.jpg,yawning,4,"[262, 138, 448, 325]",640,480
./Multi class/train/drowsy/yawning/002_noglasses_yawning_1015_drowsy.jpg,yawning,4,"[203, 166, 369, 393]",640,480
./Multi class/train/drowsy/yawning/005_glasses_yawning_991_drowsy.jpg,yawning,4,"[191, 143, 414, 364]",640,480
./Multi class/train/drowsy/yawning/001_glasses_yawning_1727_drowsy.jpg,yawning,4,"[142, 142, 365, 365]",640,480
./Multi class/train/drowsy/yawning/005_glasses_yawning_338_drowsy.jpg,yawning,4,"[252, 166, 369, 345]",640,480
./Multi class/train/drowsy/yawning/001_noglasses_yawning_737_drowsy.jpg,yawning,4,"[191, 119, 415, 340]",640,480
./Multi class/train/drowsy/yawning/001_glasses_yawning_1576_drowsy.jpg,yawning,4,"[141, 112, 409, 379]",640,480
./Multi class/train/drowsy/yawning/002_noglasses_yawning_302_drowsy.jpg,yawning,4,"[220, 160, 407, 361]",640,480
./Multi class/train/drowsy/yawning/002_glasses_yawning_1042_drowsy.jpg,yawning,4,"[241, 119, 465, 340]",640,480
./Multi class/train/drowsy/yawning/001_noglasses_yawning_1326_drowsy.jpg,yawning,4,"[171, 113, 439, 378]",640,480
./Multi class/train/drowsy/yawning/005_glasses_yawning_2173_drowsy.jpg,yawning,4,"[191, 143, 414, 364]",640,480
./Multi class/train/drowsy/yawning/001_noglasses_yawning_1828_drowsy.jpg,yawning,4,"[171, 113, 439, 378]",640,480
./Multi class/train/drowsy/yawning/005_glasses_yawning_1296_drowsy.jpg,yawning,4,"[191, 143, 414, 375]",640,480
./Multi class/train/drowsy/yawning/002_noglasses_yawning_637_drowsy.jpg,yawning,4,"[201, 166, 369, 391]",640,480
./Multi class/train/drowsy/yawning/005_glasses_yawning_707_drowsy.jpg,yawning,4,"[254, 180, 407, 367]",640,480
./Multi class/train/drowsy/yawning/002_glasses_yawning_1251_drowsy.jpg,yawning,4,"[262, 138, 448, 325]",640,480
./Multi class/train/drowsy/yawning/001_noglasses_yawning_286_drowsy.jpg,yawning,4,"[216, 118, 439, 341]",640,480
./Multi class/train/drowsy/yawning/001_glasses_yawning_544_drowsy.jpg,yawning,4,"[142, 142, 365, 365]",640,480
./Multi class/train/drowsy/yawning/001_noglasses_yawning_1797_drowsy.jpg,yawning,4,"[171, 113, 439, 378]",640,480
./Multi class/train/drowsy/yawning/005_glasses_yawning_924_drowsy.jpg,yawning,4,"[201, 181, 386, 367]",640,480
./Multi class/train/drowsy/yawning/001_noglasses_yawning_311_drowsy.jpg,yawning,4,"[171, 113, 439, 378]",640,480
./Multi class/train/drowsy/yawning/001_noglasses_yawning_466_drowsy.jpg,yawning,4,"[191, 119, 415, 340]",640,480
./Multi class/train/drowsy/yawning/005_noglasses_yawning_418_drowsy.jpg,yawning,4,"[216, 142, 439, 365]",640,480
./Multi class/train/drowsy/yawning/002_glasses_yawning_1142_drowsy.jpg,yawning,4,"[242, 138, 428, 325]",640,480
./Multi class/train/drowsy/yawning/001_noglasses_yawning_1067_drowsy.jpg,yawning,4,"[216, 118, 439, 341]",640,480
./Multi class/train/drowsy/yawning/005_glasses_yawning_1405_drowsy.jpg,yawning,4,"[191, 143, 414, 365]",640,480
./Multi class/train/drowsy/yawning/005_glasses_yawning_1811_drowsy.jpg,yawning,4,"[255, 180, 407, 367]",640,480
./Multi class/train/drowsy/yawning/005_noglasses_yawning_1467_drowsy.jpg,yawning,4,"[216, 118, 439, 341]",640,480
./Multi class/train/drowsy/yawning/001_noglasses_yawning_430_drowsy.jpg,yawning,4,"[216, 118, 439, 341]",640,480
./Multi class/train/drowsy/yawning/005_noglasses_yawning_2358_drowsy.jpg,yawning,4,"[221, 160, 407, 345]",640,480
./Multi class/train/drowsy/yawning/001_noglasses_yawning_337_drowsy.jpg,yawning,4,"[171, 113, 439, 378]",640,480
./Multi class/train/drowsy/yawning/001_glasses_yawning_811_drowsy.jpg,yawning,4,"[142, 142, 365, 365]",640,480
./Multi class/train/drowsy/yawning/005_glasses_yawning_2112_drowsy.jpg,yawning,4,"[191, 143, 414, 364]",640,480
./Multi class/train/drowsy/yawning/005_glasses_yawning_1830_drowsy.jpg,yawning,4,"[191, 143, 414, 364]",640,480
./Multi class/train/drowsy/yawning/002_noglasses_yawning_373_drowsy.jpg,yawning,4,"[216, 142, 439, 385]",640,480
./Multi class/train/drowsy/yawning/005_glasses_yawning_1355_drowsy.jpg,yawning,4,"[191, 143, 414, 374]",640,480
./Multi class/train/drowsy/yawning/005_noglasses_yawning_1974_drowsy.jpg,yawning,4,"[221, 160, 407, 345]",640,480
./Multi class/train/drowsy/yawning/005_noglasses_yawning_2598_drowsy.jpg,yawning,4,"[221, 160, 407, 345]",640,480
./Multi class/train/drowsy/yawning/002_glasses_yawning_1775_drowsy.jpg,yawning,4,"[242, 138, 429, 325]",640,480
./Multi class/train/drowsy/yawning/001_noglasses_yawning_1193_drowsy.jpg,yawning,4,"[216, 118, 439, 341]",640,480
./Multi class/train/drowsy/yawning/001_noglasses_yawning_1319_drowsy.jpg,yawning,4,"[171, 113, 439, 378]",640,480
./Multi class/train/drowsy/yawning/005_glasses_yawning_1935_drowsy.jpg,yawning,4,"[265, 180, 407, 367]",640,480
./Multi class/train/drowsy/yawning/005_noglasses_yawning_2506_drowsy.jpg,yawning,4,"[216, 142, 439, 365]",640,480
./Multi class/train/drowsy/yawning/001_glasses_yawning_377_drowsy.jpg,yawning,4,"[141, 112, 409, 379]",640,480
./Multi class/train/drowsy/yawning/001_noglasses_yawning_1558_drowsy.jpg,yawning,4,"[216, 118, 439, 341]",640,480
./Multi class/train/drowsy/yawning/002_noglasses_yawning_1548_drowsy.jpg,yawning,4,"[258, 228, 373, 394]",640,480
./Multi class/train/drowsy/yawning/002_glasses_yawning_795_drowsy.jpg,yawning,4,"[242, 138, 428, 325]",640,480
./Multi class/train/drowsy/yawning/005_noglasses_yawning_1440_drowsy.jpg,yawning,4,"[221, 160, 407, 345]",640,480
./Multi class/train/drowsy/yawning/002_glasses_yawning_1983_drowsy.jpg,yawning,4,"[262, 118, 448, 305]",640,480
./Multi class/train/drowsy/yawning/005_glasses_yawning_2007_drowsy.jpg,yawning,4,"[256, 180, 407, 367]",640,480
./Multi class/train/drowsy/yawning/005_glasses_yawning_710_drowsy.jpg,yawning,4,"[255, 180, 407, 367]",640,480
./Multi class/train/drowsy/yawning/001_noglasses_yawning_1594_drowsy.jpg,yawning,4,"[171, 113, 439, 378]",640,480
./Multi class/train/drowsy/yawning/001_noglasses_yawning_448_drowsy.jpg,yawning,4,"[216, 118, 439, 341]",640,480
./Multi class/train/drowsy/yawning/001_noglasses_yawning_527_drowsy.jpg,yawning,4,"[171, 113, 439, 378]",640,480
./Multi class/train/drowsy/yawning/001_noglasses_yawning_1563_drowsy.jpg,yawning,4,"[216, 118, 439, 341]",640,480
./Multi class/train/drowsy/yawning/001_noglasses_yawning_795_drowsy.jpg,yawning,4,"[191, 119, 415, 340]",640,480
./Multi class/train/drowsy/yawning/005_glasses_yawning_1164_drowsy.jpg,yawning,4,"[191, 143, 414, 364]",640,480
./Multi class/train/drowsy/yawning/005_glasses_yawning_1159_drowsy.jpg,yawning,4,"[191, 143, 414, 364]",640,480
./Multi class/train/drowsy/yawning/001_noglasses_yawning_784_drowsy.jpg,yawning,4,"[216, 118, 439, 341]",640,480
./Multi class/train/drowsy/yawning/002_noglasses_yawning_282_drowsy.jpg,yawning,4,"[216, 142, 439, 365]",640,480
./Multi class/train/drowsy/yawning/002_noglasses_yawning_376_drowsy.jpg,yawning,4,"[216, 142, 439, 391]",640,480
./Multi class/train/drowsy/yawning/001_noglasses_yawning_967_drowsy.jpg,yawning,4,"[171, 83, 439, 351]",640,480
./Multi class/train/drowsy/yawning/002_glasses_yawning_961_drowsy.jpg,yawning,4,"[242, 138, 428, 325]",640,480
./Multi class/train/drowsy/yawning/002_glasses_yawning_1061_drowsy.jpg,yawning,4,"[242, 138, 429, 325]",640,480
./Multi class/train/drowsy/yawning/002_glasses_yawning_508_drowsy.jpg,yawning,4,"[241, 119, 465, 340]",640,480
./Multi class/train/drowsy/yawning/001_glasses_yawning_760_drowsy.jpg,yawning,4,"[167, 143, 390, 364]",640,480
./Multi class/train/drowsy/yawning/001_glasses_yawning_358_drowsy.jpg,yawning,4,"[167, 143, 390, 364]",640,480
./Multi class/train/drowsy/yawning/005_noglasses_yawning_2520_drowsy.jpg,yawning,4,"[221, 160, 407, 345]",640,480
./Multi class/train/drowsy/yawning/005_glasses_yawning_1664_drowsy.jpg,yawning,4,"[191, 143, 414, 364]",640,480
./Multi class/train/drowsy/yawning/002_noglasses_yawning_714_drowsy.jpg,yawning,4,"[247, 244, 368, 391]",640,480
./Multi class/train/drowsy/yawning/002_glasses_yawning_2015_drowsy.jpg,yawning,4,"[262, 118, 448, 305]",640,480
./Multi class/train/drowsy/yawning/005_glasses_yawning_1369_drowsy.jpg,yawning,4,"[191, 143, 414, 375]",640,480
./Multi class/train/drowsy/yawning/001_noglasses_yawning_590_drowsy.jpg,yawning,4,"[191, 119, 415, 340]",640,480
./Multi class/train/drowsy/yawning/005_glasses_yawning_1046_drowsy.jpg,yawning,4,"[201, 181, 386, 367]",640,480
./Multi class/train/drowsy/yawning/002_glasses_yawning_1064_drowsy.jpg,yawning,4,"[242, 138, 428, 325]",640,480
./Multi class/train/drowsy/yawning/001_glasses_yawning_1802_drowsy.jpg,yawning,4,"[142, 142, 365, 365]",640,480
./Multi class/train/drowsy/yawning/002_glasses_yawning_1334_drowsy.jpg,yawning,4,"[262, 138, 448, 325]",640,480
./Multi class/train/drowsy/yawning/001_noglasses_yawning_803_drowsy.jpg,yawning,4,"[191, 119, 415, 340]",640,480
./Multi class/train/drowsy/yawning/001_noglasses_yawning_820_drowsy.jpg,yawning,4,"[191, 119, 415, 340]",640,480
./Multi class/train/drowsy/yawning/001_noglasses_yawning_1737_drowsy.jpg,yawning,4,"[216, 118, 439, 341]",640,480
./Multi class/train/drowsy/yawning/005_glasses_yawning_645_drowsy.jpg,yawning,4,"[254, 180, 407, 367]",640,480
./Multi class/train/drowsy/yawning/005_glasses_yawning_413_drowsy.jpg,yawning,4,"[217, 166, 438, 391]",640,480
./Multi class/train/drowsy/yawning/001_glasses_yawning_988_drowsy.jpg,yawning,4,"[142, 142, 365, 365]",640,480
./Multi class/train/drowsy/yawning/001_glasses_yawning_1593_drowsy.jpg,yawning,4,"[141, 112, 409, 379]",640,480
./Multi class/train/drowsy/yawning/005_glasses_yawning_545_drowsy.jpg,yawning,4,"[271, 180, 407, 367]",640,480
./Multi class/train/drowsy/yawning/005_glasses_yawning_2136_drowsy.jpg,yawning,4,"[201, 181, 386, 367]",640,480
./Multi class/train/drowsy/yawning/002_glasses_yawning_701_drowsy.jpg,yawning,4,"[242, 138, 428, 325]",640,480
./Multi class/train/drowsy/yawning/005_glasses_yawning_731_drowsy.jpg,yawning,4,"[250, 180, 407, 367]",640,480
./Multi class/train/drowsy/yawning/002_glasses_yawning_1668_drowsy.jpg,yawning,4,"[0, 0, 639, 479]",640,480
./Multi class/train/drowsy/yawning/005_noglasses_yawning_2151_drowsy.jpg,yawning,4,"[221, 160, 407, 345]",640,480
./Multi class/train/drowsy/yawning/005_glasses_yawning_2057_drowsy.jpg,yawning,4,"[201, 181, 387, 367]",640,480
./Multi class/train/drowsy/yawning/001_noglasses_yawning_1854_drowsy.jpg,yawning,4,"[216, 118, 439, 341]",640,480
./Multi class/train/drowsy/yawning/002_glasses_yawning_1645_drowsy.jpg,yawning,4,"[242, 138, 429, 327]",640,480
./Multi class/train/drowsy/yawning/005_glasses_yawning_1124_drowsy.jpg,yawning,4,"[191, 143, 414, 364]",640,480
./Multi class/train/drowsy/yawning/005_noglasses_yawning_563_drowsy.jpg,yawning,4,"[191, 143, 414, 364]",640,480
./Multi class/train/drowsy/yawning/005_glasses_yawning_300_drowsy.jpg,yawning,4,"[252, 166, 371, 343]",640,480
./Multi class/train/drowsy/yawning/001_noglasses_yawning_1044_drowsy.jpg,yawning,4,"[171, 113, 439, 378]",640,480
./Multi class/train/drowsy/yawning/002_noglasses_yawning_508_drowsy.jpg,yawning,4,"[190, 216, 369, 391]",640,480
./Multi class/train/drowsy/yawning/005_glasses_yawning_2174_drowsy.jpg,yawning,4,"[191, 143, 414, 364]",640,480
./Multi class/train/drowsy/yawning/005_noglasses_yawning_1554_drowsy.jpg,yawning,4,"[221, 160, 407, 345]",640,480
./Multi class/train/drowsy/yawning/005_noglasses_yawning_2063_drowsy.jpg,yawning,4,"[221, 160, 407, 345]",640,480
./Multi class/train/drowsy/yawning/002_noglasses_yawning_505_drowsy.jpg,yawning,4,"[190, 193, 414, 414]",640,480
./Multi class/train/drowsy/yawning/005_noglasses_yawning_1904_drowsy.jpg,yawning,4,"[221, 160, 407, 345]",640,480
./Multi class/train/drowsy/yawning/005_noglasses_yawning_2383_drowsy.jpg,yawning,4,"[221, 160, 407, 345]",640,480
./Multi class/train/drowsy/yawning/005_noglasses_yawning_593_drowsy.jpg,yawning,4,"[221, 160, 407, 345]",640,480
./Multi class/train/drowsy/yawning/002_glasses_yawning_1695_drowsy.jpg,yawning,4,"[217, 93, 438, 323]",640,480
./Multi class/train/drowsy/yawning/002_glasses_yawning_1933_drowsy.jpg,yawning,4,"[262, 118, 448, 305]",640,480
./Multi class/train/drowsy/yawning/005_glasses_yawning_348_drowsy.jpg,yawning,4,"[250, 166, 371, 391]",640,480
./Multi class/train/drowsy/yawning/002_glasses_yawning_1484_drowsy.jpg,yawning,4,"[283, 138, 469, 325]",640,480
./Multi class/train/drowsy/yawning/005_noglasses_yawning_1392_drowsy.jpg,yawning,4,"[221, 160, 407, 353]",640,480
./Multi class/train/drowsy/yawning/005_glasses_yawning_456_drowsy.jpg,yawning,4,"[191, 143, 414, 364]",640,480
./Multi class/train/drowsy/yawning/001_noglasses_yawning_1786_drowsy.jpg,yawning,4,"[171, 113, 439, 378]",640,480
./Multi class/train/drowsy/yawning/005_glasses_yawning_495_drowsy.jpg,yawning,4,"[191, 143, 414, 364]",640,480
./Multi class/train/drowsy/yawning/001_glasses_yawning_1610_drowsy.jpg,yawning,4,"[141, 112, 409, 379]",640,480
./Multi class/train/drowsy/yawning/005_glasses_yawning_1238_drowsy.jpg,yawning,4,"[191, 143, 414, 369]",640,480
./Multi class/train/drowsy/yawning/001_noglasses_yawning_1871_drowsy.jpg,yawning,4,"[216, 118, 439, 341]",640,480
./Multi class/train/drowsy/yawning/005_glasses_yawning_2135_drowsy.jpg,yawning,4,"[201, 181, 386, 367]",640,480
./Multi class/train/drowsy/yawning/005_glasses_yawning_492_drowsy.jpg,yawning,4,"[191, 143, 414, 364]",640,480
./Multi class/train/drowsy/yawning/001_glasses_yawning_737_drowsy.jpg,yawning,4,"[167, 143, 390, 364]",640,480
./Multi class/train/drowsy/yawning/001_glasses_yawning_630_drowsy.jpg,yawning,4,"[142, 142, 365, 365]",640,480
./Multi class/train/drowsy/yawning/005_glasses_yawning_315_drowsy.jpg,yawning,4,"[251, 180, 407, 367]",640,480
./Multi class/train/drowsy/yawning/002_glasses_yawning_1843_drowsy.jpg,yawning,4,"[262, 118, 448, 305]",640,480
./Multi class/train/drowsy/yawning/005_glasses_yawning_1346_drowsy.jpg,yawning,4,"[191, 143, 414, 364]",640,480
./Multi class/train/drowsy/yawning/001_noglasses_yawning_1191_drowsy.jpg,yawning,4,"[216, 118, 439, 341]",640,480
./Multi class/train/drowsy/yawning/005_glasses_yawning_481_drowsy.jpg,yawning,4,"[191, 143, 414, 364]",640,480
./Multi class/train/drowsy/yawning/001_glasses_yawning_731_drowsy.jpg,yawning,4,"[167, 143, 390, 364]",640,480
./Multi class/train/drowsy/yawning/002_glasses_yawning_927_drowsy.jpg,yawning,4,"[242, 138, 429, 325]",640,480
./Multi class/train/drowsy/yawning/005_noglasses_yawning_2158_drowsy.jpg,yawning,4,"[221, 160, 407, 345]",640,480
./Multi class/train/drowsy/yawning/005_glasses_yawning_548_drowsy.jpg,yawning,4,"[256, 180, 407, 367]",640,480
./Multi class/train/drowsy/yawning/001_noglasses_yawning_1683_drowsy.jpg,yawning,4,"[171, 83, 439, 351]",640,480
./Multi class/train/drowsy/yawning/005_noglasses_yawning_551_drowsy.jpg,yawning,4,"[191, 143, 414, 364]",640,480
./Multi class/train/drowsy/yawning/001_noglasses_yawning_464_drowsy.jpg,yawning,4,"[191, 119, 415, 340]",640,480
./Multi class/train/drowsy/yawning/001_glasses_yawning_1643_drowsy.jpg,yawning,4,"[142, 142, 365, 365]",640,480
./Multi class/train/drowsy/yawning/002_noglasses_yawning_467_drowsy.jpg,yawning,4,"[253, 237, 372, 391]",640,480
./Multi class/train/drowsy/yawning/005_noglasses_yawning_554_drowsy.jpg,yawning,4,"[191, 143, 414, 364]",640,480
./Multi class/train/drowsy/yawning/002_glasses_yawning_1608_drowsy.jpg,yawning,4,"[242, 138, 429, 325]",640,480
./Multi class/train/drowsy/yawning/002_noglasses_yawning_1653_drowsy.jpg,yawning,4,"[202, 166, 367, 391]",640,480
./Multi class/train/drowsy/yawning/005_glasses_yawning_1403_drowsy.jpg,yawning,4,"[191, 143, 414, 373]",640,480
./Multi class/train/drowsy/yawning/001_glasses_yawning_938_drowsy.jpg,yawning,4,"[142, 142, 365, 365]",640,480
./Multi class/train/drowsy/yawning/001_noglasses_yawning_426_drowsy.jpg,yawning,4,"[216, 118, 439, 341]",640,480
./Multi class/train/drowsy/yawning/001_glasses_yawning_1034_drowsy.jpg,yawning,4,"[142, 142, 365, 365]",640,480
./Multi class/train/drowsy/yawning/005_glasses_yawning_1165_drowsy.jpg,yawning,4,"[191, 143, 414, 364]",640,480
./Multi class/train/drowsy/yawning/005_glasses_yawning_840_drowsy.jpg,yawning,4,"[191, 143, 414, 364]",640,480
./Multi class/train/drowsy/yawning/002_glasses_yawning_1102_drowsy.jpg,yawning,4,"[242, 138, 429, 325]",640,480
./Multi class/train/drowsy/yawning/002_noglasses_yawning_1751_drowsy.jpg,yawning,4,"[207, 166, 373, 391]",640,480
./Multi class/train/drowsy/yawning/001_glasses_yawning_823_drowsy.jpg,yawning,4,"[142, 142, 365, 365]",640,480
./Multi class/train/drowsy/yawning/005_noglasses_yawning_1765_drowsy.jpg,yawning,4,"[221, 160, 407, 345]",640,480
./Multi class/train/drowsy/yawning/002_glasses_yawning_1510_drowsy.jpg,yawning,4,"[283, 138, 469, 325]",640,480
./Multi class/train/drowsy/yawning/005_glasses_yawning_1870_drowsy.jpg,yawning,4,"[191, 143, 414, 367]",640,480
./Multi class/train/drowsy/yawning/001_noglasses_yawning_474_drowsy.jpg,yawning,4,"[191, 119, 415, 340]",640,480
./Multi class/train/drowsy/yawning/005_glasses_yawning_1970_drowsy.jpg,yawning,4,"[267, 180, 407, 367]",640,480
./Multi class/train/drowsy/yawning/001_noglasses_yawning_566_drowsy.jpg,yawning,4,"[167, 119, 391, 340]",640,480
./Multi class/train/drowsy/yawning/005_glasses_yawning_1549_drowsy.jpg,yawning,4,"[201, 161, 386, 344]",640,480
